Customer ID,network_age,Customer tenure in month,spend_mo12,Total SMS Spend,Total Data Spend,Total Data Consumption,Total Unique Calls,Total Onnet spend ,Total Offnet spend,complaint_calls,Network type subscription in Month 1,Network type subscription in Month 2,Most Loved Competitor network in in Month 1,Most Loved Competitor network in in Month 2,Churn Status
ADF0369,1350.0,45.0,33.114,9.56,13.75,656.3877,2.0,0.0,358.0,1.0,3G,3G,PQza,PQza,1.0
ADF0374,1244.0,41.47,39.098,10.77,0.0,458.4746,1.0,0.0,179.0,1.0,3G,3G,PQza,PQza,1.0
ADF0380,986.0,32.87,41.5704,8.92,25.0,11633.4287,1.0,0.0,179.0,1.0,3G,3G,PQza,PQza,1.0
ADF0382,2237.0,74.57,42.21,4.78,25.0,9426.9219,3.0,0.0,537.0,1.0,3G,3G,PQza,PQza,1.0
ADF0389,590.0,19.67,43.342,29.62,5.0,139.3408,3.0,0.0,537.0,2.0,3G,3G,PQza,PQza,1.0
ADF0393,1329.0,44.3,46.504,13.7,0.0,3704.3213,5.0,0.0,1606.0,1.0,3G,3G,PQza,PQza,1.0
ADF0394,111.0,3.7,47.81,25.95,13.75,453.0557,3.0,0.0,667.0,1.0,3G,3G,PQza,PQza,1.0
ADF0401,1967.0,65.57,54.1,8.75,0.0,18.3936,70.0,696.0,2274.0,1.0,3G,2G,PQza,PQza,1.0
ADF0405,1146.0,38.2,55.6688,9.56,0.0,3013.9932,6.0,489.0,1112.0,1.0,3G,3G,Uxaa,PQza,1.0
ADF0411,1135.0,37.83,56.408,3.52,45.0,8103814.455,2.0,0.0,358.0,1.0,3G,3G,PQza,PQza,1.0
ADF0412,2943.0,98.1,56.44,15.21,7.5,360.6484,1.0,0.0,179.0,1.0,3G,3G,PQza,PQza,1.0
ADF0415,924.0,30.8,58.89,11.95,23.75,1044714.024,105.0,0.0,645.0,1.0,3G,3G,PQza,PQza,1.0
ADF0423,1143.0,38.1,61.198,10.03,5.0,199.4111,3.0,12.0,395.0,1.0,3G,2G,PQza,PQza,1.0
ADF0424,2231.0,74.37,61.6004,11.31,5.0,641.5312,11.0,108.0,669.0,1.0,3G,3G,Mango,PQza,1.0
ADF0427,1668.0,55.6,63.386,31.3,3.75,190.6748,6.0,228.0,716.0,1.0,3G,3G,PQza,PQza,1.0
ADF0428,197.0,6.57,64.508,23.9,6.25,334.6318,4.0,0.0,716.0,1.0,3G,2G,PQza,PQza,1.0
ADF0433,1469.0,48.97,68.88,29.79,0.0,1.2246,7.0,0.0,1613.0,2.0,3G,3G,PQza,PQza,1.0
ADF0435,1886.0,62.87,69.44,11.95,0.0,33794.6855,4.0,0.0,1027.0,1.0,3G,3G,PQza,PQza,1.0
ADF0436,3746.0,124.87,70.266,32.48,0.0,194.0635,2.0,0.0,407.0,1.0,3G,3G,PQza,PQza,1.0
ADF0437,112.0,3.73,73.3344,0.0,47.5,41317.9883,6.0,0.0,1015.0,2.0,3G,3G,Zintel,PQza,1.0
ADF0438,2694.0,89.8,75.068,37.43,5.0,4824.7158,4.0,0.0,716.0,1.0,3G,3G,PQza,PQza,1.0
ADF0448,1135.0,37.83,81.86,25.65,3.75,88186.9102,3.0,0.0,880.0,2.0,3G,3G,PQza,PQza,1.0
ADF0454,1502.0,50.07,93.666,1.2,72.5,3851397.811,8.0,60.0,537.0,1.0,3G,3G,Uxaa,PQza,1.0
ADF0455,222.0,7.4,94.504,62.08,0.0,187.5537,3.0,216.0,395.0,1.0,3G,2G,Uxaa,PQza,1.0
ADF0459,441.0,14.7,102.016,0.01,7.5,3741303.069,2.0,12.0,179.0,1.0,3G,3G,PQza,PQza,1.0
ADF0461,123.0,4.1,104.2408,2.39,40.0,7017161.825,6.0,0.0,3116.0,1.0,3G,2G,PQza,PQza,1.0
ADF0463,1303.0,43.43,105.56,32.18,1.25,10.5029,11.0,1920.0,1300.0,1.0,3G,3G,PQza,PQza,1.0
ADF0466,746.0,24.87,114.9,14.94,13.75,71159.9229,15.0,131.0,2978.0,1.0,3G,3G,PQza,PQza,1.0
ADF0469,3384.0,112.8,118.778,16.73,53.75,174737.1826,1.0,0.0,179.0,1.0,3G,3G,PQza,PQza,1.0
ADF0470,671.0,22.37,118.952,4.78,56.25,151865.1455,5.0,0.0,895.0,1.0,3G,3G,PQza,PQza,1.0
ADF0472,942.0,31.4,125.15,1.75,21.25,12096.7159,22.0,108.0,2625.0,1.0,3G,3G,PQza,PQza,1.0
ADF0474,123.0,4.1,125.8,15.75,35.0,11007903.08,8.0,2508.0,2409.0,2.0,3G,3G,PQza,PQza,1.0
ADF0476,107.0,3.57,132.912,0.0,20.0,1363375.378,16.0,0.0,2470.0,1.0,3G,3G,Weematel,PQza,1.0
ADF0479,976.0,32.53,135.5948,22.07,6.25,28.6211,12.0,762.0,3000.0,1.0,3G,3G,PQza,PQza,1.0
ADF0482,2443.0,81.43,139.426,20.87,3.75,192.0,28.0,84.0,4469.0,1.0,3G,3G,PQza,PQza,1.0
ADF0483,2605.0,86.83,140.6,35.85,38.75,152983.708,233.0,0.0,895.0,1.0,3G,3G,PQza,PQza,1.0
ADF0487,618.0,20.6,142.51,35.21,0.0,7448.8613,19.0,1014.0,3378.0,1.0,3G,3G,Weematel,PQza,1.0
ADF0489,2903.0,96.77,148.444,36.94,12.5,426885.2852,8.0,0.0,1576.0,1.0,3G,3G,PQza,PQza,1.0
ADF0495,1067.0,35.57,155.568,3.5,56.25,109394.7109,3.0,0.0,537.0,2.0,3G,3G,PQza,PQza,1.0
ADF0500,1420.0,47.33,174.5888,15.45,47.5,625312.2119,2.0,0.0,358.0,1.0,3G,3G,PQza,PQza,1.0
ADF0502,122.0,4.07,181.868,2.41,12.5,240273.6006,19.0,12.0,2416.0,2.0,3G,3G,Zintel,PQza,1.0
ADF0503,1962.0,65.4,184.4104,0.6,0.0,209621.2959,6.0,933.0,537.0,1.0,3G,3G,Uxaa,PQza,1.0
ADF0504,1916.0,63.87,187.1104,12.55,63.75,2491.7158,8.0,502.0,1601.0,1.0,3G,3G,PQza,PQza,1.0
ADF0505,3702.0,123.4,187.5,30.98,0.0,40543.8496,18.0,287.0,5043.0,1.0,3G,3G,Zintel,PQza,1.0
ADF0506,2282.0,76.07,192.716,20.23,2.5,22163.0821,16.0,48.0,3429.0,1.0,3G,3G,Uxaa,PQza,1.0
ADF0509,2528.0,84.27,197.31,39.35,1.25,16.3115,27.0,8067.0,3585.0,1.0,3G,3G,Uxaa,PQza,1.0
ADF0514,197.0,6.57,206.1416,6.12,7.5,300.4922,19.0,780.0,3853.0,21.0,3G,3G,Uxaa,PQza,1.0
ADF0515,1273.0,42.43,208.0276,7.0,46.25,22021658.22,3.0,0.0,472.0,1.0,3G,3G,PQza,PQza,1.0
ADF0519,471.0,15.7,212.668,13.7,25.0,435252.5381,2.0,0.0,358.0,1.0,3G,3G,PQza,PQza,1.0
ADF0522,3721.0,124.03,214.68,45.54,90.0,359042.4961,58.0,622.0,537.0,1.0,3G,3G,PQza,PQza,1.0
ADF0527,2117.0,70.57,655.7008,20.88,108.75,746180.3975,6.0,738.0,827.0,1.0,3G,3G,PQza,PQza,1.0
ADF0529,352.0,11.73,659.76,20.07,20.0,108975.8447,107.0,9406.0,36021.0,2.0,3G,3G,PQza,PQza,1.0
ADF0530,2947.0,98.23,661.55,66.73,32.5,1305606.714,90.0,2916.0,11871.0,1.0,3G,3G,ToCall,PQza,1.0
ADF0531,2802.0,93.4,665.318,18.48,2.5,1825127.302,174.0,477.0,6679.0,1.0,3G,3G,Mango,PQza,1.0
ADF0532,92.0,3.07,672.24,68.89,62.5,232209.208,121.0,20963.0,16896.0,49.0,3G,3G,Mango,PQza,1.0
ADF0540,337.0,11.23,883.5572,59.08,35.0,1794729.694,122.0,7608.0,22827.0,1.0,3G,3G,Mango,PQza,1.0
ADF0542,206.0,6.87,902.388,64.39,68.75,710991.4942,55.0,3450.0,9335.0,2.0,3G,3G,Zintel,PQza,1.0
ADF0544,489.0,16.3,946.768,37.26,21.25,34290.2334,296.0,2069.0,41250.0,1.0,3G,3G,PQza,PQza,1.0
ADF0546,162.0,5.4,1013.98,172.01,137.5,1081173.539,63.0,4095.0,24924.0,1.0,3G,3G,Mango,PQza,1.0
ADF0547,1745.0,58.17,1030.65322,69.01,136.25,2891582.573,16.0,12.0,2685.0,1.0,3G,2G,Uxaa,PQza,1.0
ADF0548,363.0,12.1,1097.2004,83.52,25.0,459614.2197,415.0,0.0,22808.0,1.0,3G,3G,Mango,PQza,1.0
ADF0550,368.0,12.27,1151.388,95.4,88.75,866902.1221,47.0,4665.0,12185.0,1.0,3G,2G,Zintel,PQza,1.0
ADF0551,1532.0,51.07,1160.52,8.92,1.25,13.6055,111.0,6678.0,68051.0,1.0,3G,3G,PQza,PQza,1.0
ADF0552,179.0,5.97,1218.572,188.59,0.0,18.4258,317.0,30120.0,25354.0,1.0,3G,3G,Uxaa,PQza,1.0
ADF0553,1779.0,59.3,1219.9,21.98,180.0,4179691.603,19.0,1908.0,4456.0,2.0,3G,3G,PQza,PQza,1.0
ADF0554,471.0,15.7,1241.4012,7.21,63.55,7209087.081,530.0,4904.0,12104.0,3.0,3G,3G,Zintel,PQza,1.0
ADF0555,2185.0,72.83,1264.97,128.43,22.5,438808.2159,165.0,11969.0,47967.0,15.0,3G,3G,Zintel,PQza,1.0
ADF0556,136.0,4.53,1363.136,175.88,143.75,2015667.562,157.0,18540.0,11831.0,2.0,3G,3G,ToCall,PQza,1.0
ADF0557,117.0,3.9,1367.682,269.5,20.0,692988.9336,198.0,24450.0,57470.0,2.0,3G,3G,Uxaa,PQza,1.0
ADF0558,2013.0,67.1,1419.982,19.25,206.25,2259772.761,30.0,992.0,44084.0,1.0,3G,3G,ToCall,PQza,1.0
ADF0560,452.0,15.07,1687.68,17.95,31.25,12370663.76,578.0,0.0,1290.0,1.0,3G,3G,Uxaa,PQza,1.0
ADF0583,129.0,4.3,217.11,7.73,43.75,74870.207,39.0,2952.0,8709.0,1.0,3G,3G,Mango,ToCall,0.0
ADF0589,146.0,4.87,546.65,28.64,12.5,106060.4463,87.0,1470.0,37670.0,1.0,3G,3G,ToCall,ToCall,0.0
ADF0591,1239.0,41.3,686.298,22.74,176.25,1322.0596,75.0,6948.0,13334.0,1.0,3G,3G,Weematel,ToCall,0.0
ADF0592,571.0,19.03,694.792,5.25,47.5,43008956.74,17.0,311.0,5345.0,1.0,3G,3G,Mango,ToCall,0.0
ADF0599,2081.0,69.37,1230.82,6.85,23.75,283468.3819,125.0,7852.0,41160.0,1.0,3G,3G,Uxaa,ToCall,0.0
ADF0600,494.0,16.47,42.758,15.45,1.25,395.8428,4.0,1697.0,502.0,1.0,3G,3G,Mango,ToCall,1.0
ADF0602,211.0,7.03,55.898,0.0,1.25,4257006.446,7.0,0.0,1364.0,5.0,3G,3G,ToCall,ToCall,1.0
ADF0613,1859.0,61.97,93.9524,31.54,1.25,0.2246,8.0,0.0,2488.0,1.0,3G,2G,ToCall,ToCall,1.0
ADF0618,405.0,13.5,143.9584,14.9,32.5,1989145.399,21.0,330.0,2355.0,1.0,3G,3G,PQza,ToCall,1.0
ADF0619,3099.0,103.3,159.0648,26.18,22.5,15801.0879,32.0,2082.0,4107.0,1.0,3G,3G,ToCall,ToCall,1.0
ADF0625,399.0,13.3,682.79,19.7,81.25,5882498.729,27.0,846.0,10522.0,1.0,3G,3G,Mango,ToCall,1.0
ADF0626,238.0,7.93,707.6352,22.45,210.0,85675.5967,75.0,3786.0,11692.0,1.0,3G,3G,ToCall,ToCall,1.0
ADF0627,2087.0,69.57,711.7604,32.74,6.25,221.0459,112.0,5260.0,27573.0,1.0,3G,3G,0,ToCall,1.0
ADF0628,1259.0,41.97,776.6788,37.22,57.5,6613.5732,99.0,11378.0,30129.0,1.0,3G,3G,Weematel,ToCall,1.0
ADF0630,2707.0,90.23,841.6484,23.09,0.0,15689313.96,168.0,1872.0,30767.0,1.0,3G,3G,Uxaa,ToCall,1.0
ADF0634,3155.0,105.17,1246.22,26.29,260.0,6470329.758,114.0,1194.0,24274.0,1.0,3G,3G,Mango,ToCall,1.0
ADF0635,240.0,8.0,1256.908,28.98,136.25,15313555.78,346.0,2184.0,64119.0,1.0,3G,3G,Mango,ToCall,1.0
ADF0636,2833.0,94.43,1340.582,43.92,1.25,221134.4307,155.0,2235.0,9035.0,1.0,3G,3G,PQza,ToCall,1.0
ADF0637,284.0,9.47,1509.52,69.61,78.75,13476288.06,104.0,486.0,32602.0,1.0,3G,3G,Weematel,ToCall,1.0
ADF0638,3582.0,119.4,1654.26,50.5,240.0,42038.0098,238.0,954.0,79980.0,1.0,3G,3G,Uxaa,ToCall,1.0
ADF0639,1730.0,57.67,2056.738,71.92,1.25,4.6494,462.0,35856.0,127284.0,1.0,3G,3G,Mango,ToCall,1.0
ADF0641,1198.0,39.93,2488.438,25.54,60.0,1213104.434,268.0,20034.0,49598.0,1.0,3G,3G,ToCall,ToCall,1.0
ADF0642,2789.0,92.97,2592.148,238.13,0.31,3.5566,338.0,51329.0,91774.0,1.0,3G,3G,ToCall,ToCall,1.0
ADF0643,1521.0,50.7,3792.35,71.8,21.25,782.7549,647.0,64872.0,228790.0,1.0,3G,3G,Mango,ToCall,1.0
ADF1030,3728.0,124.27,25.1,0.0,0.0,10.3418,15.0,144.0,813.0,4.0,3G,3G,Uxaa,Uxaa,0.0
ADF1035,255.0,8.5,51.9868,4.78,12.5,468.0684,34.0,366.0,2110.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1036,1105.0,36.83,53.88,0.0,1.25,615282.6914,23.0,0.0,0.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1038,2202.0,73.4,59.2724,0.0,0.0,161.8057,8.0,4266.0,179.0,2.0,3G,3G,PQza,Uxaa,0.0
ADF1044,1533.0,51.1,102.102,1.75,1.25,0.1016,168.0,4518.0,725.0,2.0,3G,3G,Uxaa,Uxaa,0.0
ADF1048,4153.0,138.43,113.868,19.98,22.5,2317.459,5.0,1243.0,251.0,1.0,3G,3G,ToCall,Uxaa,0.0
ADF1049,4183.0,139.43,119.722,1.75,10.0,1699954.774,40.0,540.0,1197.0,4.0,3G,3G,Uxaa,Uxaa,0.0
ADF1050,1991.0,66.37,135.11,0.61,0.0,3073269.819,10.0,300.0,358.0,1.0,3G,3G,PQza,Uxaa,0.0
ADF1054,256.0,8.53,142.57,0.0,3.75,160.3643,45.0,6569.0,615.0,1.0,3G,3G,PQza,Uxaa,0.0
ADF1056,149.0,4.97,152.4452,7.73,1.25,1.9199,44.0,1464.0,2206.0,2.0,3G,2G,ToCall,Uxaa,0.0
ADF1059,3738.0,124.6,170.44,0.0,22.5,8602.2959,17.0,634.0,932.0,1.0,3G,3G,Mango,Uxaa,0.0
ADF1062,937.0,31.23,172.1,32.4,0.0,182.8115,19.0,1205.0,4794.0,12.0,3G,3G,Uxaa,Uxaa,0.0
ADF1065,1635.0,54.5,177.208,42.0,5.0,1431.3408,28.0,4728.0,2363.0,2.0,3G,3G,Zintel,Uxaa,0.0
ADF1068,719.0,23.97,180.296,2.62,11.25,10442434.63,18.0,1386.0,3263.0,1.0,3G,3G,Zintel,Uxaa,0.0
ADF1071,3505.0,116.83,191.332,0.0,44.0,406817.2071,6.0,48.0,358.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1074,946.0,31.53,205.48,4.55,23.25,1010220.822,38.0,4151.0,10267.0,4.0,3G,3G,Zintel,Uxaa,0.0
ADF1081,2323.0,77.43,231.82,68.24,18.75,19.0537,16.0,4260.0,851.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1083,439.0,14.63,234.21,8.64,0.31,8.7021,32.0,5390.0,12974.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1087,977.0,32.57,265.73,33.48,1.24,18.0938,11.0,1229.0,704.0,2.0,3G,3G,Uxaa,Uxaa,0.0
ADF1091,673.0,22.43,289.308,0.0,26.04,686690.9707,3.0,525.0,0.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1110,4251.0,141.7,355.47,16.74,0.0,80075.2998,273.0,7290.0,8951.0,2.0,3G,3G,Mango,Uxaa,0.0
ADF1111,183.0,6.1,356.116,7.0,0.0,59.1719,84.0,19687.0,7308.0,16.0,3G,3G,Zintel,Uxaa,0.0
ADF1113,1265.0,42.17,359.54,1.75,6.25,57359.462,167.0,4980.0,8960.0,8.0,3G,3G,ToCall,Uxaa,0.0
ADF1115,3504.0,116.8,367.002,27.45,12.5,725414.3242,50.0,5367.0,6944.0,8.0,3G,2G,Uxaa,Uxaa,0.0
ADF1118,1570.0,52.33,386.4308,12.25,2.5,49.6992,300.0,5472.0,3838.0,1.0,3G,3G,Weematel,Uxaa,0.0
ADF1120,136.0,4.53,387.6568,15.45,103.75,101347.7236,25.0,7980.0,1785.0,1.0,3G,3G,ToCall,Uxaa,0.0
ADF1122,2169.0,72.3,395.37,30.04,13.75,22353.418,37.0,5890.0,3033.0,1.0,3G,3G,0,Uxaa,0.0
ADF1126,1202.0,40.07,409.108,122.9,21.25,1549688.659,173.0,2826.0,2691.0,3.0,3G,3G,PQza,Uxaa,0.0
ADF1128,3870.0,129.0,413.3,0.0,20.0,28141.0098,100.0,23016.0,9966.0,1.0,3G,3G,Weematel,Uxaa,0.0
ADF1129,993.0,33.1,414.622,4.7,91.25,12065888.21,63.0,6503.0,3617.0,2.0,3G,3G,PQza,Uxaa,0.0
ADF1133,1399.0,46.63,423.07,18.81,3.75,43262.2832,49.0,2892.0,5482.0,1.0,3G,3G,0,Uxaa,0.0
ADF1134,4153.0,138.43,423.93,7.6,3.75,157.5615,75.0,3408.0,14160.0,5.0,3G,3G,Uxaa,Uxaa,0.0
ADF1135,1212.0,40.4,425.3404,0.87,2.5,29697.7451,5.0,622.0,490.0,1.0,3G,3G,PQza,Uxaa,0.0
ADF1140,4254.0,141.8,437.7,0.0,0.0,62764.5781,28.0,0.0,0.0,2.0,3G,3G,ToCall,Uxaa,0.0
ADF1145,365.0,12.17,449.6384,7.0,127.5,20118693.29,11.0,60.0,1046.0,3.0,3G,3G,ToCall,Uxaa,0.0
ADF1149,4246.0,141.53,461.03,0.0,5.0,1807971.923,260.0,0.0,537.0,1.0,3G,3G,Zintel,Uxaa,0.0
ADF1150,984.0,32.8,461.908,13.29,3.75,1024847.318,123.0,0.0,358.0,1.0,3G,3G,Weematel,Uxaa,0.0
ADF1151,2169.0,72.3,462.9148,36.2,0.0,2.0498,175.0,2850.0,2273.0,1.0,3G,3G,ToCall,Uxaa,0.0
ADF1154,108.0,3.6,467.57,0.01,0.0,148574.2373,60.0,0.0,1790.0,2.0,3G,3G,Uxaa,Uxaa,0.0
ADF1159,4150.0,138.33,473.8,4.14,2.5,8299015.549,132.0,2582.0,5254.0,2.0,3G,3G,Uxaa,Uxaa,0.0
ADF1162,921.0,30.7,478.32,4.32,36.27,2695601.849,11.0,4257.0,1932.0,1.0,3G,3G,Zintel,Uxaa,0.0
ADF1164,192.0,6.4,479.72,0.0,0.0,12.8662,102.0,3222.0,358.0,7.0,3G,2G,Zintel,Uxaa,0.0
ADF1169,1994.0,66.47,488.916,31.46,46.25,5483217.191,28.0,252.0,702.0,1.0,3G,2G,0,Uxaa,0.0
ADF1173,2098.0,69.93,496.1844,39.07,0.0,8738505.772,44.0,15741.0,3023.0,4.0,3G,3G,Uxaa,Uxaa,0.0
ADF1177,1355.0,45.17,507.776,4.37,0.0,709844.5869,52.0,8964.0,9148.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1178,4229.0,140.97,510.9708,9.39,11.25,1710288.004,687.0,0.0,1652.0,5.0,3G,3G,Mango,Uxaa,0.0
ADF1184,132.0,4.4,518.014,27.69,12.5,15342.9931,105.0,8218.0,2477.0,5.0,3G,3G,ToCall,Uxaa,0.0
ADF1186,3975.0,132.5,523.4804,4.32,36.89,6139533.046,11.0,609.0,2349.0,1.0,3G,3G,ToCall,Uxaa,0.0
ADF1190,2986.0,99.53,528.6528,2.39,0.0,1473082.523,182.0,0.0,1074.0,3.0,3G,3G,Mango,Uxaa,0.0
ADF1191,2467.0,82.23,528.75,8.84,3.75,281277.2725,99.0,5884.0,6208.0,2.0,3G,3G,Uxaa,Uxaa,0.0
ADF1192,2905.0,96.83,529.88,100.94,6.25,551842.8331,106.0,17224.0,10361.0,2.0,3G,3G,Weematel,Uxaa,0.0
ADF1195,1037.0,34.57,535.596,19.88,7.5,261020.0381,386.0,9782.0,5690.0,2.0,3G,3G,PQza,Uxaa,0.0
ADF1197,307.0,10.23,539.24,10.5,135.0,21856.3565,49.0,762.0,3498.0,2.0,3G,3G,Uxaa,Uxaa,0.0
ADF1201,2543.0,84.77,544.778,42.38,0.0,968509.3301,822.0,1996.0,2871.0,1.0,3G,3G,Mango,Uxaa,0.0
ADF1204,2320.0,77.33,553.9008,10.76,47.74,9587.9639,101.0,13155.0,19487.0,5.0,3G,3G,Weematel,Uxaa,0.0
ADF1208,1421.0,47.37,563.43,17.5,15.0,36468.0557,241.0,60.0,4099.0,2.0,3G,3G,ToCall,Uxaa,0.0
ADF1212,933.0,31.1,569.788,22.91,109.74,23344.958,85.0,13988.0,5462.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1214,2289.0,76.3,576.96,1.75,0.0,10628.832,153.0,3062.0,1291.0,14.0,3G,3G,Uxaa,Uxaa,0.0
ADF1215,3031.0,101.03,578.988,13.12,27.5,4529486.773,48.0,2367.0,6824.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1217,4876.0,162.53,586.85,9.48,22.5,17335383.62,116.0,2850.0,16457.0,12.0,3G,3G,Weematel,Uxaa,0.0
ADF1221,715.0,23.83,600.18,2.99,0.0,1026631.681,221.0,0.0,3883.0,3.0,3G,3G,Mango,Uxaa,0.0
ADF1224,418.0,13.93,604.172,3.5,16.25,65084.9111,112.0,9002.0,13047.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1225,2081.0,69.37,605.33,1.2,18.75,808.9345,130.0,4584.0,18635.0,1.0,3G,3G,Zintel,Uxaa,0.0
ADF1226,517.0,17.23,608.232,1.75,67.5,34119740.49,44.0,587.0,3022.0,4.0,3G,3G,PQza,Uxaa,0.0
ADF1228,717.0,23.9,610.97,0.0,0.0,4303770.345,54.0,3489.0,7608.0,3.0,3G,3G,Weematel,Uxaa,0.0
ADF1229,3722.0,124.07,611.5536,10.35,0.0,954.2979,567.0,15468.0,4763.0,2.0,3G,3G,Uxaa,Uxaa,0.0
ADF1230,4152.0,138.4,613.96,57.12,0.0,1526107.752,514.0,2580.0,6942.0,4.0,3G,3G,Mango,Uxaa,0.0
ADF1232,3399.0,113.3,616.952,19.24,1.25,4647.8037,58.0,24918.0,1350.0,3.0,3G,3G,Weematel,Uxaa,0.0
ADF1233,107.0,3.57,621.49,151.75,1.25,60931.5264,54.0,0.0,537.0,1.0,3G,3G,PQza,Uxaa,0.0
ADF1235,1129.0,37.63,632.65,0.0,1.55,900906.9424,11.0,2350.0,0.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1237,802.0,26.73,636.264,3.47,0.0,396481.9531,83.0,5607.0,15163.0,1.0,3G,3G,Mango,Uxaa,0.0
ADF1239,1272.0,42.4,639.97,0.0,2.5,14152.6348,65.0,18603.0,8389.0,2.0,3G,3G,Uxaa,Uxaa,0.0
ADF1240,133.0,4.43,643.59,40.88,3.75,371358.8438,69.0,9096.0,11546.0,2.0,3G,3G,Zintel,Uxaa,0.0
ADF1245,2774.0,92.47,652.63,4.14,57.5,2166006.274,526.0,741.0,716.0,1.0,3G,3G,Weematel,Uxaa,0.0
ADF1246,369.0,12.3,657.06,20.58,56.25,1801790.789,153.0,11478.0,6070.0,1.0,3G,3G,ToCall,Uxaa,0.0
ADF1250,123.0,4.1,669.11,14.83,0.0,11813558.28,113.0,684.0,15331.0,5.0,3G,3G,Uxaa,Uxaa,0.0
ADF1251,1234.0,41.13,672.95,35.15,30.0,545083.1172,26.0,3012.0,3108.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1252,585.0,19.5,674.984,25.87,95.0,11937595.66,130.0,3636.0,3831.0,1.0,3G,3G,0,Uxaa,0.0
ADF1253,142.0,4.73,675.89,100.63,141.25,1186735.909,27.0,4752.0,3478.0,1.0,3G,2G,Uxaa,Uxaa,0.0
ADF1254,2213.0,73.77,676.1452,17.21,23.75,341473.6563,76.0,240.0,14062.0,1.0,3G,3G,PQza,Uxaa,0.0
ADF1255,523.0,17.43,676.42,104.95,51.25,3372399.607,126.0,6840.0,7005.0,4.0,3G,3G,ToCall,Uxaa,0.0
ADF1257,2083.0,69.43,679.97,13.58,18.75,460147.3272,292.0,1014.0,980.0,2.0,3G,3G,Weematel,Uxaa,0.0
ADF1261,716.0,23.87,694.6,5.25,15.0,448485.788,57.0,6209.0,4245.0,1.0,3G,3G,ToCall,Uxaa,0.0
ADF1262,1361.0,45.37,698.072,13.12,17.5,18960728.63,30.0,264.0,1638.0,1.0,3G,3G,Zintel,Uxaa,0.0
ADF1273,1010.0,33.67,726.58,2.62,10.0,22939555.07,87.0,2670.0,1749.0,2.0,3G,3G,Uxaa,Uxaa,0.0
ADF1275,435.0,14.5,733.0828,15.8,241.18,328063.7764,54.0,9700.0,6417.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1276,2312.0,77.07,733.2712,65.48,5.0,75.4766,207.0,2761.0,4470.0,3.0,3G,3G,Mango,Uxaa,0.0
ADF1278,170.0,5.67,737.1052,39.68,55.0,1205828.366,168.0,228.0,2324.0,1.0,3G,3G,Zintel,Uxaa,0.0
ADF1279,802.0,26.73,738.452,22.26,23.87,13574188.58,190.0,7690.0,15432.0,1.0,3G,3G,Mango,Uxaa,0.0
ADF1281,125.0,4.17,740.83,107.9,42.5,217706.7119,103.0,11760.0,29829.0,1.0,3G,3G,PQza,Uxaa,0.0
ADF1283,204.0,6.8,755.89,8.33,27.5,7473126.807,118.0,16934.0,3785.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1284,385.0,12.83,755.954,0.0,21.25,8305154.895,5.0,48.0,179.0,1.0,3G,3G,Uxaa,Uxaa,0.0
ADF1285,2201.0,73.37,758.62,40.14,51.25,12755.293,119.0,21872.0,16423.0,2.0,3G,3G,ToCall,Uxaa,0.0
ADF1288,1165.0,38.83,797.034,0.0,11.25,102643.6465,155.0,34495.0,17608.0,3.0,3G,3G,Zintel,Uxaa,0.0
ADF1291,1548.0,51.6,804.9448,24.5,117.5,22778646.62,25.0,5247.0,5855.0,1.0,3G,3G,PQza,Uxaa,0.0
ADF1292,164.0,5.47,808.68,112.53,86.25,16732.7481,176.0,13704.0,12790.0,5.0,3G,3G,PQza,Uxaa,0.0
ADF1294,141.0,4.7,810.7,11.37,142.5,2543055.027,159.0,21708.0,15127.0,1.0,3G,3G,Mango,Uxaa,0.0
ADF1295,134.0,4.47,812.5,73.68,8.75,663969.1299,554.0,27228.0,765.0,1.0,3G,3G,Zintel,Uxaa,0.0
ADF1296,2660.0,88.67,813.3808,27.98,18.75,330.6651,205.0,7584.0,16409.0,1.0,3G,2G,Mango,Uxaa,0.0
ADF1297,1142.0,38.07,817.08,10.5,25.0,69186.7422,116.0,15228.0,7656.0,2.0,3G,3G,Weematel,Uxaa,0.0
ADF1298,2680.0,89.33,817.72,19.06,32.5,997772.8184,234.0,3672.0,10727.0,1.0,3G,3G,Weematel,Uxaa,0.0
ADF1299,130.0,4.33,823.29,5.25,6.25,46.3486,84.0,53448.0,24358.0,1.0,3G,3G,Zintel,Uxaa,0.0
ADF1300,3670.0,122.33,824.52,42.17,47.5,15660515.58,220.0,8649.0,968.0,1.0,3G,3G,PQza,Uxaa,0.0
